皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
190411,19041,exorcist_lv1,亡灵术士 薇森娜,,,2024|10|20|0|0|0,0,skin_dec,,,她在幕后操作着亡灵军团，在阿曼半岛地区的荒漠地区中袭击着来往的商队，为自己的复仇掠夺着财富,,,1,,,,,
110771,11077,patrolman_lv1,巡更人,,,2024|10|20|0|0|0,0,skin_dec,,,亚特兰蒂斯最深处的巡更人，那双探照灯眼是那里能看到的唯一的光明，同时也是最后的光明,,,1,,,,,
130761,13076,ghostshield_lv3,守护灵·β型,,,2024|10|20|0|0|0,0,skin_dec,,,极寒塔高处的守护灵，变种后更加厉害了,,,1,,,,,
140781,14078,rabbit_dancer_lv1,兔耳舞娘,,,2024|10|20|0|0|0,0,skin_dec,,,舞娘随着轻快的节奏自由起舞，在战线的后方为远征回来的战士们带来活力和慰藉,,,1,,,,,
120831,12083,camel_prophet_lv1,骆驼先知,,,2024|10|20|0|0|0,0,skin_dec,,,他的神灯里蕴藏着其他未来的可能性，但是在一望无际的荒漠中找到他却不是一件容易的事情,,,1,,,,,
150781,15078,gear_dog_lv1,齿轮狗,,,2024|10|20|0|0|0,0,skin_dec,,,一只由机械做成的狗，关节与关节的连轴处由齿轮构成,,,1,,,,,
390121,39012,black_feather,疾风破裂之黑羽弓,,,2024|10|20|0|0|0,0,skin_dec,,,千年神木与黑羽鸦的羽毛做成的风之弓，射出的弓箭能穿透一切的防御，必杀敌人,,,1,,,,,
310771,31077,religious_sword,宗教大剑,,,2024|10|20|0|0|0,0,skin_dec,,,“异教徒们！在此剑下受死！”带着光芒的大剑斩断了整个夜空,,,1,,,,,
320771,32077,religious_sword,宗教大剑,,,2024|10|20|0|0|0,0,skin_dec,,,“异教徒们！在此剑下受死！”带着光芒的大剑斩断了整个夜空,,,1,,,,,
340771,34077,religious_sword,宗教大剑,,,2024|10|20|0|0|0,0,skin_dec,,,“异教徒们！在此剑下受死！”带着光芒的大剑斩断了整个夜空,,,1,,,,,
350771,35077,religious_sword,宗教大剑,,,2024|10|20|0|0|0,0,skin_dec,,,“异教徒们！在此剑下受死！”带着光芒的大剑斩断了整个夜空,,,1,,,,,
360771,36077,religious_sword,宗教大剑,,,2024|10|20|0|0|0,0,skin_dec,,,“异教徒们！在此剑下受死！”带着光芒的大剑斩断了整个夜空,,,1,,,,,
211031,21103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
221031,22103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
231031,23103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
241031,24103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
251031,25103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
261031,26103,little_buckler,小圆盾,,,2024|10|20|0|0|0,0,skin_dec,,,躲避，盾反，然后...背刺！,,,1,,,,,
261041,26104,sticky_bomb,粘性炸弹,,,2030|1|1|0|0|0,0,skin_dec,,,“炸弹！炸弹！黏在我身上了！！！”,,,1,,,,,
400541,40054,sticky_bomb,粘性炸弹,,,2024|10|20|0|0|0,0,skin_dec,,,“炸弹！炸弹！黏在我身上了！！！”,,,1,,,,,
190511,19051,saladin_lv1,不败军神 萨拉丁,,,2024|10|20|0|0|0,0,skin_dec,,,阿曼帝国的军神，他势必要铲除阿曼半岛的所有亡灵军团和巫术，就算是已经成为亡灵的妹妹他也不会放过,,,1,,,,,
110781,11078,persian_warrior_lv1,波斯豹武士,,,2024|10|20|0|0|0,0,skin_dec,,,萨拉丁的三位得力部下之一，一个人就能撕开敌人铜墙铁壁般的防御,,,1,,,,,
130771,13077,demon_follower_lv1,恶魔随从,,,2024|10|20|0|0|0,0,skin_dec,,,薇森娜旁边的恶魔小跟班，随时随地听候她的差遣,,,1,,,,,
140791,14079,panther_ranger_lv1,黑豹游侠,,,2024|10|20|0|0|0,0,skin_dec,,,萨拉丁的三位得力部下之一，他在远处侦查着战场与敌军的一举一动,,,1,,,,,
120841,12084,flying_carpet_lv3,飞毯·β型,,,2024|10|20|0|0|0,0,skin_dec,,,由亡灵之力和飞毯一起诞生的恐怖产物,,,1,,,,,
150791,15079,leprosy_king_lv1,麻风王,,,2024|10|20|0|0|0,0,skin_dec,,,他传播瘟疫，他带来绝望，亡灵军团中能与萨拉丁一战的核心人物,,,1,,,,,
139111,13911,beatrix_lv1,亡灵之女 碧翠丝,,,2030|1|1|0|0|0,0,skin_dec,,,薇森娜的女儿，萨拉丁的妹妹。残酷斗争的牺牲品，阿曼地区亡灵战争的导火索，但是一切都值得吗？,,,1,,,,,
119121,11912,tony_goblin_lv1,首席总监 托尼,,,2023|1|1|0|0|0,0,skin_dec,,,我叫托尼！做头发认准我，准没错！,,,1,,,,,
499031,49903,rainbow_prism,彩虹棱镜,,,2024|10|20|0|0|0,0,skin_dec,,,王国炼金术士的新玩具，可以再复制一个幻象出来，不过当心！幻象可是有时限的！,,,1,,,,,
310781,31078,griffon_helmet,狮鹫头盔,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着狮鹫之力的头盔，代表着对天空的渴望,,,1,,,,,
320781,32078,griffon_helmet,狮鹫头盔,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着狮鹫之力的头盔，代表着对天空的渴望,,,1,,,,,
340781,34078,griffon_helmet,狮鹫头盔,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着狮鹫之力的头盔，代表着对天空的渴望,,,1,,,,,
360781,36078,griffon_helmet,狮鹫头盔,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着狮鹫之力的头盔，代表着对天空的渴望,,,1,,,,,
330791,33079,ice_wand,寒冰魔杖,,,2024|10|20|0|0|0,0,skin_dec,,,能击败魔法的只有魔法，使用寒冰魔杖抑制敌人的魔法攻击吧,,,1,,,,,
350791,35079,ice_wand,寒冰魔杖,,,2024|10|20|0|0|0,0,skin_dec,,,能击败魔法的只有魔法，使用寒冰魔杖抑制敌人的魔法攻击吧,,,1,,,,,
360791,36079,ice_wand,寒冰魔杖,,,2024|10|20|0|0|0,0,skin_dec,,,能击败魔法的只有魔法，使用寒冰魔杖抑制敌人的魔法攻击吧,,,1,,,,,
211051,21105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
221051,22105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
231051,23105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
241051,24105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
251051,25105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
261051,26105,iron_darts,铁质飞镖,,,2024|10|20|0|0|0,0,skin_dec,,,一个普通的武器，但是有多种用途,,,1,,,,,
339121,33912,pattern_bell,花纹铃铛,,,2030|1|1|0|0|0,0,skin_dec,,,一个蕴含有魔力的花纹铃铛,,,1,,,,,
190063,19006,cairo_special1,天地咆哮 迦楼罗,legend_skin_cairo,通行证任务解锁,2023|1|1|0|0|0,1,skin_dec2,天地咆哮 迦楼罗,skin_cairo,当狂风呼啸着大地，天雷击打在地面，天空中传来了迦楼罗刺耳咆哮声,,,2,special_legend,,,,cairo_special1
130682,13068,doll_priest_special1,圣迹降临 人偶牧师,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,圣迹降临 人偶牧师,skin_doll_priest,信仰虔诚的人偶治疗着所有受伤的怪兽,,,2,special_epic,,,,
190521,19052,guilt_tree_lv1,罪源树人,,,2024|1|25|0|0|0,0,skin_dec,,,瘟疫森林的深处中传播罪与罚之毒的树人，她的试练是最恶毒的试练,,,1,,,,,
110791,11079,battle_slave_lv1,战斗奴隶,,,2024|10|20|0|0|0,0,skin_dec,,,一心只想着战斗的奴隶，天生为战斗而生,,,1,,,,,
130781,13078,moon_beast_lv1,月兽,,,2024|10|20|0|0|0,0,skin_dec,,,月兽是一种具有高等智慧，头部的地方长的是一丛粉红色的触手，没有眼睛，并可以改变自己身体的形状的白色的蟾蜍形生物,,,1,,,,,
140801,14080,lapia_lv3,花树精·β型,,,2024|10|20|0|0|0,0,skin_dec,,,花树精的汁液如果只为自己的话，他们就会快速的增长,,,1,,,,,
120851,12085,fantasy_fox_lv1,梦幻飞狐,,,2024|10|20|0|0|0,0,skin_dec,,,一只不常见的，只有在古老的故事中才会出现的狐狸，遇见它能给你带来好运,,,1,,,,,
150801,15080,sergeant_major_lv1,丧尸军士长,,,2024|10|20|0|0|0,0,skin_dec,,,恶名远扬的亡灵军团军团长。为了薇森娜的复仇，他把剑指向了萨拉丁,,,1,,,,,
390131,39013,lion_shoulderplates,狮子肩甲,,,2024|10|20|0|0|0,0,skin_dec,,,萨拉丁的肩甲，穿上它，你就能操纵千万大军在战斗中所向披靡！,,,1,,,,,
320801,32080,dark_sword,漆黑大剑,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着黑暗之力的大剑，败在剑下就会被吞噬,,,1,,,,,
350801,35080,dark_sword,漆黑大剑,,,2030|1|1|0|0|0,0,skin_dec,,,拥有着黑暗之力的大剑，败在剑下就会被吞噬,,,1,,,,,
360801,36080,dark_sword,漆黑大剑,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着黑暗之力的大剑，败在剑下就会被吞噬,,,1,,,,,
320811,32081,standard_javelin,标准标枪,,,2024|10|20|0|0|0,0,skin_dec,,,重而有力的标枪，掷出后能划破天空，刺穿敌人的防御,,,1,,,,,
340811,34081,standard_javelin,标准标枪,,,2024|10|20|0|0|0,0,skin_dec,,,重而有力的标枪，掷出后能划破天空，刺穿敌人的防御,,,1,,,,,
360811,36081,standard_javelin,标准标枪,,,2024|10|20|0|0|0,0,skin_dec,,,重而有力的标枪，掷出后能划破天空，刺穿敌人的防御,,,1,,,,,
400551,40055,violent_poison,猛毒药瓶,,,2024|10|20|0|0|0,0,skin_dec,,,装有剧毒的药瓶，由强大的冒险者从瘟疫森林中带出,,,1,,,,,
190531,19053,crying_angel_lv1,哭泣天使,,,2024|10|20|0|0|0,0,skin_dec,,,哭泣天使是宇宙中最邪恶、最极端的生物进化形态。它们会将触碰到的生物传送到过去，并以该过程中产生的势能为生,,,1,,,,,
800331,80033,crying_angel_lv1,哭泣天使·原型,,,2030|1|1|0|0|0,0,skin_dec,,,哭泣天使是宇宙中最邪恶、最极端的生物进化形态。它们会将触碰到的生物传送到过去，并以该过程中产生的势能为生,,,1,,,,,
110801,11080,giant_gire_ant_lv1,巨型火蚁,,,2024|10|20|0|0|0,0,skin_dec,,,巨型火蚁用他尖锐的的腭撕破它看到的一切东西,,,1,,,,,
130791,13079,ghost_crew_lv1,幽灵船员,,,2024|10|20|0|0|0,0,skin_dec,,,大西洋某艘幽灵船上时隐时现的幽灵，守护着那不为人知的宝藏,,,1,,,,,
140811,14081,toxic_carrion_lv1,剧毒腐尸,,,2024|10|20|0|0|0,0,skin_dec,,,罪源树人把她的毒之种放在了这具腐尸身上，岁月变迁，腐尸也变成了剧毒的存在,,,1,,,,,
120861,12086,tux_shooter_lv3,礼服射手·β型,,,2024|10|20|0|0|0,0,skin_dec,,,礼服射手的亚种，他们负责迎宾、滑雪表演、干掉不给小费的客人。,,,1,,,,,
150811,15081,eavesdropper_lv1,窃听人,,,2024|10|20|0|0|0,0,skin_dec,,,就算是亚特兰蒂斯的上层空间也不一定是安全的...嘘...当心隔墙有耳！,,,1,,,,,
129121,12912,tom_sawyer_lv1,冒险家 汤姆·索亚,,,2030|1|1|0|0|0,0,skin_dec,,,冒险家汤姆·索亚，他所经历的奇特冒险被众人口口相传,,,1,,,,,
390141,39014,wind_blade,风之刃,,,2024|10|20|0|0|0,0,skin_dec,,,一把奇特的剑，快的让人看不到剑身,,,1,,,,,
310821,31082,attack_hammer,进击重锤,,,2024|10|20|0|0|0,0,skin_dec,,,专门用作敲开敌人护甲的重锤，挥舞他并砸向敌人，他们将会暴露在你的身前,,,1,,,,,
320821,32082,attack_hammer,进击重锤,,,2024|10|20|0|0|0,0,skin_dec,,,专门用作敲开敌人护甲的重锤，挥舞他并砸向敌人，他们将会暴露在你的身前,,,1,,,,,
340821,34082,attack_hammer,进击重锤,,,2024|10|20|0|0|0,0,skin_dec,,,专门用作敲开敌人护甲的重锤，挥舞他并砸向敌人，他们将会暴露在你的身前,,,1,,,,,
350821,35082,attack_hammer,进击重锤,,,2024|10|20|0|0|0,0,skin_dec,,,专门用作敲开敌人护甲的重锤，挥舞他并砸向敌人，他们将会暴露在你的身前,,,1,,,,,
360821,36082,attack_hammer,进击重锤,,,2024|10|20|0|0|0,0,skin_dec,,,专门用作敲开敌人护甲的重锤，挥舞他并砸向敌人，他们将会暴露在你的身前,,,1,,,,,
310831,31083,siege_arrow,攻城箭枪,,,2024|10|20|0|0|0,0,skin_dec,,,攻破石头城城门，横扫千军！,,,1,,,,,
320831,32083,siege_arrow,攻城箭枪,,,2024|10|20|0|0|0,0,skin_dec,,,攻破石头城城门，横扫千军！,,,1,,,,,
340831,34083,siege_arrow,攻城箭枪,,,2024|10|20|0|0|0,0,skin_dec,,,攻破石头城城门，横扫千军！,,,1,,,,,
350831,35083,siege_arrow,攻城箭枪,,,2024|10|20|0|0|0,0,skin_dec,,,攻破石头城城门，横扫千军！,,,1,,,,,
360831,36083,siege_arrow,攻城箭枪,,,2024|10|20|0|0|0,0,skin_dec,,,攻破石头城城门，横扫千军！,,,1,,,,,
400561,40056,fog_bottle,雾瓶,,,2024|10|20|0|0|0,0,skin_dec,,,充斥着迷雾的瓶子，砸开它，你将会被迷雾重重环绕,,,1,,,,,
329131,32913,adventure_hat,探险帽,,,2030|1|1|0|0|0,0,skin_dec,,,冒险家专用的帽子，能有效的减少头部伤害,,,1,,,,,
190252,19025,hooh_special1,耀光重生-煌王,legend_skin_hooh,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,耀光重生-煌王,skin_hooh,大地之上，煌王重生,,,2,special_legend,,,,hooh_special1
110572,11057,wc_ghost_special1,鬼娃娃-- 捣蛋,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,鬼娃娃-- 捣蛋,skin_wc_ghost,那些人的怒气诞生了恶魔，咆哮着向着罪魁祸首袭来,,,2,special_epic,,,,
190541,19054,tesla_lv1,特斯拉,,,2024|10|20|0|0|0,0,skin_dec,,,沃登克里弗塔是我那让世界为止震惊的产物之一！通古斯大爆炸？不，先生，那不是我造成的,,,1,,,,,
110811,11081,slaughter_princess_lv1,杀戮公主,,,2024|10|20|0|0|0,0,skin_dec,,,“用我的这把斧子，砍下所有叛军的头颅”,,,1,,,,,
130801,13080,arcane_spirit_lv3,奥术灵体·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“麻烦？Emmmm，确实挺麻烦的”,,,1,,,,,
140821,14082,jungle_graham_lv1,丛林格雷姆,,,2024|10|20|0|0|0,0,skin_dec,,,丛林深处守护者法老遗迹的格雷姆，拥有着很高的防御力,,,1,,,,,
120871,12087,translocation_thief_lv1,易位窃徒,,,2024|10|20|0|0|0,0,skin_dec,,,“世界上没有我拿不到的宝藏”,,,1,,,,,
150821,15082,eholt_lv1,艾霍特,,,2024|10|20|0|0|0,0,skin_dec,,,白之物从井下的黑暗中攀爬而上，那是一个由无数干枯的腿支撑的浮肿惨白的肉卵，胶状肉卵上浮现出无数眼睛，凝视着你,,,1,,,,,
800341,80034,adventure_miners_lv1,冒险挖矿工,,,2030|1|1|0|0|0,0,skin_dec,,,黄金、钻石、遗迹，灿烂的、夺目的、举世扬名的财富和名声都在矿洞之下,,,1,,,,,
390151,39015,lifegiver,生命窃取者,,,2024|10|20|0|0|0,0,skin_dec,,,一把邪恶的剑，能吸取敌人的生命并把它占为己有,,,1,,,,,
320841,32084,cthulhu_gloves,克苏鲁拳套,,,2024|10|20|0|0|0,0,skin_dec,,,由克苏鲁掉落的触手做成的拳套，看着它就会让你陷入疯狂,,,1,,,,,
350841,35084,cthulhu_gloves,克苏鲁拳套,,,2024|10|20|0|0|0,0,skin_dec,,,由克苏鲁掉落的触手做成的拳套，看着它就会让你陷入疯狂,,,1,,,,,
360841,36084,cthulhu_gloves,克苏鲁拳套,,,2024|10|20|0|0|0,0,skin_dec,,,由克苏鲁掉落的触手做成的拳套，看着它就会让你陷入疯狂,,,1,,,,,
211061,21106,hat,贴身紧帽,,,2024|10|20|0|0|0,0,skin_dec,,,用作简单防御的帽子，看准对手的攻击，精准反击！,,,1,,,,,
221061,22106,hat,贴身紧帽,,,2024|10|20|0|0|0,0,skin_dec,,,用作简单防御的帽子，看准对手的攻击，精准反击！,,,1,,,,,
241061,24106,hat,贴身紧帽,,,2024|10|20|0|0|0,0,skin_dec,,,用作简单防御的帽子，看准对手的攻击，精准反击！,,,1,,,,,
251061,25106,hat,贴身紧帽,,,2024|10|20|0|0|0,0,skin_dec,,,用作简单防御的帽子，看准对手的攻击，精准反击！,,,1,,,,,
261061,26106,hat,贴身紧帽,,,2024|10|20|0|0|0,0,skin_dec,,,用作简单防御的帽子，看准对手的攻击，精准反击！,,,1,,,,,
400571,40057,amplifier,增幅装置,,,2024|10|20|0|0|0,0,skin_dec,,,带上它，虽然会失去理智，但是你能获得身体深处的力量,,,1,,,,,
190551,19055,tyrannical_vampire_lv1,暴虐吸血鬼,,,2024|10|20|0|0|0,0,skin_dec,,,“用杀戮来掠夺我想要的一切！”,,,1,,,,,
110821,11082,twinaxe_lv3,斧灵·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“这也是倔强的灵魂啊。” --战争之神阿瑞斯,,,1,,,,,
130811,13081,floating_corpse_lv1,沉没浮尸,,,2024|10|20|0|0|0,0,skin_dec,,,可怜的水手们在海上化作的冤魂,,,1,,,,,
140831,14083,assault_centaur_lv1,强袭半人马,,,2024|10|20|0|0|0,0,skin_dec,,,冲锋中的半人马战士，用巨大的斧头粉碎了敌人的防御,,,1,,,,,
120881,12088,jungle_cat_lv1,丛林圣猫,,,2024|10|20|0|0|0,0,skin_dec,,,传说中只有在丛林和沙漠的交接处的神庙中才能见到的圣猫,,,1,,,,,
150831,15083,mige_lv1,米—戈,,,2024|10|20|0|0|0,0,skin_dec,,,暗夜深处的宇宙中突然出现的奇怪的家伙,,,1,,,,,
159111,15911,vampire_earl_lv1,吸血伯爵 德拉库拉,,,2030|1|1|0|0|0,0,skin_dec,,,“想要与我共进晚餐吗？”,,,1,,,,,
390161,39016,astrology,占星仪,,,2023|12|25|0|0|0,0,skin_dec,,,先导者通过它占卜出世界万物变化,,,1,,,,,
320851,32085,bishkaboz_dagger,比什卡博兹的匕首,,,2024|10|20|0|0|0,0,skin_dec,,,能让被砍中者不断流血的匕首,,,1,,,,,
350851,35085,bishkaboz_dagger,比什卡博兹的匕首,,,2024|10|20|0|0|0,0,skin_dec,,,能让被砍中者不断流血的匕首,,,1,,,,,
360851,36085,bishkaboz_dagger,比什卡博兹的匕首,,,2024|10|20|0|0|0,0,skin_dec,,,能让被砍中者不断流血的匕首,,,1,,,,,
310861,31086,greataxe,强袭之斧,,,2024|10|20|0|0|0,0,skin_dec,,,强袭半人马的斧头的——原型,,,1,,,,,
320861,32086,greataxe,强袭之斧,,,2024|10|20|0|0|0,0,skin_dec,,,强袭半人马的斧头的——原型,,,1,,,,,
340861,34086,greataxe,强袭之斧,,,2024|10|20|0|0|0,0,skin_dec,,,强袭半人马的斧头的——原型,,,1,,,,,
350861,35086,greataxe,强袭之斧,,,2024|10|20|0|0|0,0,skin_dec,,,强袭半人马的斧头的——原型,,,1,,,,,
360861,36086,greataxe,强袭之斧,,,2024|10|20|0|0|0,0,skin_dec,,,强袭半人马的斧头的——原型,,,1,,,,,
400581,40058,heroic_eternal_ice,永冻之冰,,,2024|10|20|0|0|0,0,skin_dec,,,“牌士！快把这块冰扔过去！”,,,1,,,,,
359111,35911,vampire_fang,吸血獠牙,,,2030|1|1|0|0|0,0,skin_dec,,,已逝吸血鬼的獠牙，还能闻到一股血腥味,,,1,,,,,
190193,19019,cinderella_special2_md,美梦成真 辛德瑞拉,legend_skin_cinderella,通行证任务解锁,2023|9|1|0|0|0,1,skin_dec2,美梦成真 辛德瑞拉,skin_cinderella_1,辛德瑞拉梦到了城堡，王子，小精灵和她的水晶鞋,,,2,special_legend,,,,cinderella_special2
140512,14051,curse_witch_special1,诅咒女巫--咒术,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,诅咒女巫--咒术,skin_curse_witch,“加点蛇，加点青蛙，加点迷迭香，哈哈！我的药锅要完成了！”,,,2,special_epic,,,,
190561,19056,desert_pharaoh_lv1,荒漠法老,,,2024|10|20|0|0|0,0,skin_dec,,,荒漠之主，用神秘的金字塔增幅着木乃伊军团的力量,,,1,,,,,
110831,11083,lava_worm_lv1,熔岩巨虫,,,2024|10|20|0|0|0,0,skin_dec,,,在火山地带中存在着吞噬一切的巨虫,,,1,,,,,
130821,13082,blue_frog_lv1,蓝蛙,,,2024|10|20|0|0|0,0,skin_dec,,,你以为他有毒？不，其实他会治疗魔法！,,,1,,,,,
140841,14084,shooter_mummy_lv1,木乃伊射手,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊射手正在盯着你呢…,,,1,,,,,
120891,12089,desert_mummy_lv1,荒漠木乃伊,,,2024|10|20|0|0|0,0,skin_dec,,,荒漠中随处可见的木乃伊士兵,,,1,,,,,
150841,15084,staglamite_2_lv3,石甲虫·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“什么！生蚝会打人？！”--地城探险者,,,1,,,,,
499041,49904,phoenix_embers,菲尼克斯的余烬,,,2024|10|20|0|0|0,0,skin_dec,,,菲尼克斯重生时飘落的羽毛，能完全治疗好所有伤势,,,1,,,,,
320871,32087,pharaoh_scepter,法老权杖,,,2024|10|20|0|0|0,0,skin_dec,,,法老权利的象征,,,1,,,,,
340871,34087,pharaoh_scepter,法老权杖,,,2024|10|20|0|0|0,0,skin_dec,,,法老权利的象征,,,1,,,,,
350871,35087,pharaoh_scepter,法老权杖,,,2024|10|20|0|0|0,0,skin_dec,,,法老权利的象征,,,1,,,,,
360871,36087,pharaoh_scepter,法老权杖,,,2024|10|20|0|0|0,0,skin_dec,,,法老权利的象征,,,1,,,,,
221071,22107,confinement_bandage,禁锢绷带,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊们用绷带禁锢着每一个不善的闯入者,,,1,,,,,
241071,24107,confinement_bandage,禁锢绷带,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊们用绷带禁锢着每一个不善的闯入者,,,1,,,,,
251071,25107,confinement_bandage,禁锢绷带,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊们用绷带禁锢着每一个不善的闯入者,,,1,,,,,
261071,26107,confinement_bandage,禁锢绷带,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊们用绷带禁锢着每一个不善的闯入者,,,1,,,,,
310881,31088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
320881,32088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
330881,33088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
340881,34088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
350881,35088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
360881,36088,anti_sickle,反法镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,一把神奇的镰刀，可以防御魔法,,,1,,,,,
360891,36089,pharaoh_weapon,法老武器,,,2030|1|1|0|0|0,0,skin_dec,,,荒漠法老的武器,,,1,,,,,
360901,36090,pharaoh_weapon,法老武器,,,2030|1|1|0|0|0,0,skin_dec,,,荒漠法老的武器,,,1,,,,,
360911,36091,pharaoh_weapon,法老武器,,,2030|1|1|0|0|0,0,skin_dec,,,荒漠法老的武器,,,1,,,,,
190571,19057,meddling_mage_lv1,扰咒法师,,,2024|10|20|0|0|0,0,skin_dec,,,占星塔上的咒术法师，由他开启了咒术防御的新纪元,,,1,,,,,
110841,11084,lava_dragon_lv1,熔岩地龙,,,2024|10|20|0|0|0,0,skin_dec,,,生存在熔岩地带的地龙，每当它出现的时候...山崩地裂,,,1,,,,,
130831,13083,cloud_monster_lv1,云怪,,,2024|10|20|0|0|0,0,skin_dec,,,“牌士，你看那朵云，会放电诶！”,,,1,,,,,
140851,14085,belican_lv3,大嘴鸟·β型,,,2024|10|20|0|0|0,0,skin_dec,,,新手渔夫惊恐的称之为大怪鸟，老手嘲讽的称之为大怪鸡,,,1,,,,,
120901,12090,servant_mummy_lv1,仆从木乃伊,,,2024|10|20|0|0|0,0,skin_dec,,,地位低下的木乃伊，用礼扇为法老们带来清凉,,,1,,,,,
150851,15085,nyarlathotep_lv1,奈亚拉托提普,,,2024|10|20|0|0|0,0,skin_dec,,,它热衷于欺骗、诱惑人类，并以使人类陷入恐怖与绝望为其最高的喜悦,,,1,,,,,
149291,14929,dragon_saint_lv1,龙之圣女 尼娅,,,2030|1|1|0|0|0,0,skin_dec,,,永恒的圣女把剑刺向自己，滴在树根的鲜血会阻止邪恶的巨龙,,,1,,,,,
499051,49905,ghost_bomb,小鬼诡弹,,,2024|10|20|0|0|0,0,skin_dec,,,“牌士，你这个炸弹怎么不会爆炸啊？”,,,1,,,,,
320921,32092,sided_dice,20面骰,,,2024|10|20|0|0|0,0,skin_dec,,,“D20的骰子你骰了个大失败？这游戏怎么玩嘛！”,,,1,,,,,
350921,35092,sided_dice,20面骰,,,2024|10|20|0|0|0,0,skin_dec,,,“D20的骰子你骰了个大失败？这游戏怎么玩嘛！”,,,1,,,,,
360921,36092,sided_dice,20面骰,,,2024|10|20|0|0|0,0,skin_dec,,,“D20的骰子你骰了个大失败？这游戏怎么玩嘛！”,,,1,,,,,
211081,21108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
221081,22108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
231081,23108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
241081,24108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
251081,25108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
261081,26108,iron_mail,铁链甲,,,2024|10|20|0|0|0,0,skin_dec,,,一个适合进攻和防御的护甲,,,1,,,,,
320931,32093,flapping_fan,礼扇,,,2024|10|20|0|0|0,0,skin_dec,,,法老们权利和地位的象征,,,1,,,,,
